1.050	1.000	0.850	89.475	88.651	89.019
1.050	1.000	0.900	54.446	59.347	52.409
1.150	1.000	0.850	101.351	99.999	97.976
1.150	1.000	0.900	75.218	70.292	71.334
1.250	1.000	0.850	67.041	63.183	64.845
1.250	1.000	0.900	85.683	82.190	81.373
1.350	1.000	0.850	68.857	64.054	69.802
1.350	1.000	0.900	106.827	100.848	101.179
1.450	1.000	0.850	93.920	88.537	82.976
1.450	1.000	0.900	75.051	67.280	68.895
1.550	1.000	0.850	112.553	107.064	96.732
1.550	1.000	0.900	111.198	105.680	96.492
1.650	1.000	0.850	110.278	102.602	91.620
1.650	1.000	0.900	72.456	63.800	78.274
1.750	1.000	0.850	68.979	62.773	82.031
1.750	1.000	0.900	77.131	66.377	69.861
